,Description,total_sales,total_revenue
445,BIRDHOUSE GARDEN MARKER ,2537,3336.85
446,BIRDS MOBILE VINTAGE DESIGN,578,3390.46
447,BIRTHDAY BANNER TAPE,48,60.0
448,BIRTHDAY BANQUET GIFT WRAP,2815,1166.3
449,"BIRTHDAY CARD, RETRO SPOT",2568,1052.64
450,BIRTHDAY PARTY CORDON BARRIER TAPE,665,807.52
451,BISCUIT TIN 50'S CHRISTMAS,2048,5760.52
452,BISCUIT TIN VINTAGE CHRISTMAS,1848,4567.38
453,BISCUIT TIN VINTAGE GREEN,573,3591.73
454,BISCUIT TIN VINTAGE LEAF,24,64.56
455,BISCUIT TIN VINTAGE RED,761,4837.55
456,"BISCUIT TIN, MINT,IVORY, VINTAGE",1,6.75
457,"BISCUIT TIN, RED,IVORY, VINTAGE",37,230.55
458,BISCUITS SMALL BOWL LIGHT BLUE,1262,720.9399999999999
459,BLACK 3 BEAD DROP EARRINGS,8,23.6
460,BLACK 3 TIER GLASS PLATE STAND,10,127.5
461,BLACK AND WHITE CAT BOWL,1573,3097.7999999999997
462,BLACK AND WHITE DOG BOWL,1377,3114.27
463,BLACK AND WHITE PAISLEY FLOWER MUG,25685,3019.57
464,BLACK ASSORTED DROPLET DECORATION,59,22.42
465,BLACK BAROQUE CARRIAGE CLOCK,37,348.66999999999996
466,BLACK BAROQUE CUCKOO CLOCK,113,1134.75
467,BLACK BAROQUE WALL CLOCK ,68,639.6
468,BLACK BIRD GARDEN DESIGN MUG,6149,934.87
469,BLACK BOX MIRROR LANTERN,55,268.75
470,BLACK CANDELABRA T-LIGHT HOLDER,1173,1139.66
471,BLACK CHAMPAGNE GLASS,1811,1102.1699999999998
472,BLACK CHERRY LIGHTS,231,1421.45
473,BLACK CHRISTMAS FLOCK DROPLET ,179,144.07
474,BLACK CHRISTMAS TREE 120CM,249,828.5699999999999
475,BLACK CHRISTMAS TREE 60CM,919,792.85
476,BLACK CHUNKY BEAD BRACELET W STRAP,48,429.59999999999997
477,BLACK CRYSTAL DROP EARRINGS,9,26.550000000000004
478,BLACK DIAMANTE EXPANDABLE RING,51,216.75
479,BLACK DIAMOND CLUSTER EARRINGS,1,2.55
480,BLACK DIAMOND CLUSTER NECKLACE,5,44.75
481,BLACK DINER WALL CLOCK,353,2918.05
482,BLACK DROP CRYSTAL NECKLACE,13,45.35000000000001
483,BLACK DROP EARRINGS W LONG BEADS,2,5.9
484,BLACK EAR MUFF HEADPHONES,174,857.6
485,BLACK ENAMEL FLOWER RING,107,315.65000000000003
486,BLACK ENCHANTED FOREST PLACEMAT,1179,1813.35
487,BLACK FACE LAMB WITH PANTS,98,365.34
488,BLACK FEATHER CHRISTMAS DECORATION,310,58.900000000000006
489,BLACK FINE BEAD NECKLACE W TASSEL,10,59.5
490,BLACK FLOCK GOLD CANDLE,49,20.580000000000002
491,BLACK FLOWER CANDLE PLATE,294,219.66
492,BLACK GEMSTONE BRACELET,45,396.75
493,BLACK GEMSTONE NECKLACE 45CM,15,191.25
494,BLACK GLASS BRACELET W HEART CHARMS,6,29.700000000000003
495,BLACK GLASS TV DOUBLE P/FRAME 15X10,17,72.25
496,BLACK GRAND BAROQUE PHOTO FRAME,684,1358.4
497,BLACK HEART CARD HOLDER,10255,27324.45
498,BLACK KITCHEN SCALES,802,6619.43
499,BLACK LOVE BIRD CANDLE,280,290.24
500,BLACK LOVE BIRD T-LIGHT HOLDER,311,485.36
501,BLACK MEDIUM GLASS CAKE STAND,38,115.86
502,BLACK METAL BAROQUE PHOTO FRAME,501,798.75
503,BLACK MINI TAPE MEASURE ,824,588.0
504,BLACK NEW BAROQUE FLOCK BOX,7,41.65
505,BLACK ORANGE SQUEEZER,206,86.52
506,BLACK PHOTO ALBUM ,81,150.6
507,BLACK PILLAR CANDLE SILVER FLOCK,612,877.8000000000001
508,BLACK PIRATE TREASURE CHEST,892,1254.1799999999998
509,BLACK RECORD COVER FRAME,18417,63092.12
510,BLACK RETRO BAR STOOL,22,830.9000000000001
511,BLACK RETRODISC LAMPSHADE,977,1905.15
512,"BLACK RND BULLET""KEEP CLEAN"" BIN",1,2.55
513,BLACK SIL'T SQU CANDLE PLATE ,40,84.0
514,BLACK SILOUETTE CANDLE PLATE,513,417.33
515,BLACK SILOUETTE CANDLE PLATE ,120,227.4
516,BLACK SILVER FLOWER T-LIGHT HOLDER,11512,1124.68
517,BLACK SMALL GLASS CAKE STAND,564,956.64
518,BLACK SQUARE TABLE CLOCK,207,374.29
519,BLACK STITCHED WALL CLOCK,727,804.65
520,BLACK SWEETHEART BRACELET,141,599.25
521,BLACK TEA TOWEL CLASSIC DESIGN,1110,1130.24
522,"BLACK TEA,COFFEE,SUGAR JARS",456,811.1999999999999
523,BLACK VINT ART DEC CRYSTAL BRACELET,8,54.0
524,BLACK VINT ART DEC CRYSTAL NECKLACE,15,127.5
525,BLACK VINTAGE  CRYSTAL EARRINGS,17,63.75
526,BLACK VINTAGE EARRINGS,20,75.0
527,BLACK WINE GLASS,3624,2573.7599999999998
528,BLACK+WHITE NECKLACE W TASSEL,35,306.25
529,BLACK/BLUE DOTS RUFFLED UMBRELLA,2944,12089.2
530,BLACK/BLUE POLKADOT UMBRELLA,1622,9085.49
531,BLACK/WHITE GLASS/SILVER BRACELET,45,402.75
532,BLACKCHRISTMAS TREE 30CM,18,22.5
533,BLCK NEW BAROQUE CANDLESTICK CANDLE,180,279.0
534,BLING KEY RING STAND,19,22.5
535,BLOKEY SILVER TOOL SET,31,153.45000000000002
536,BLOND DOLL DOORSTOP,328,502.08
537,BLOSSOM  IMAGES NOTEBOOK SET,704,940.0
538,BLOSSOM IMAGES GIFT WRAP SET,929,846.0000000000001
539,BLOSSOM IMAGES SCRAP BOOK SET,408,598.8
540,BLUE  DIAMANTE PEN IN GIFT BOX,321,675.75
541,BLUE  SPOTTY  COFFEE MUG,227,443.1
542,BLUE  SPOTTY CUP,3123,2542.23
543,BLUE  SPOTTY EGG CUP ,922,1097.78
544,BLUE  SPOTTY PLATE ,2272,3609.2799999999997
545,BLUE  SPOTTY PUDDING BOWL,2672,694.08
546,BLUE  TILE HOOK,190,480.9
547,BLUE  VOILE LAMPSHADE,98,269.90000000000003
548,BLUE & WHITE BREAKFAST TRAY,96,370.20000000000005
549,BLUE 3 PIECE MINI DOTS CUTLERY SET,3820,13805.16
550,BLUE 3 PIECE POLKADOT CUTLERY SET,2188,7889.360000000001
551,BLUE 5 PATCH FLOWER CUSHION COVER,385,755.75
552,BLUE BABY BOY'S MEMORY BOX,5,34.75
553,BLUE BAROQUE FLOCK CANDLE HOLDER,3,17.85
554,BLUE BEADS+HAND PHONE CHARM,2,2.5
555,BLUE BIRDHOUSE DECORATION,855,540.21
556,BLUE BLOSSOM HAIR CLIP,101,106.05000000000001
557,BLUE BREAKFAST CUP AND SAUCER ,1996,338.44
558,BLUE BUNNY EASTER EGG BASKET,157,230.24999999999997
559,BLUE BUTTERFLY ON SPRING,68,57.8
560,BLUE CALCULATOR RULER,994,1173.76
561,BLUE CAT BISCUIT BARREL PINK HEART,84,264.0
562,BLUE CHALET BIRDFEEDER,273,763.75
563,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1839,1336.41
564,BLUE CHECK BAG W HANDLE 34X20CM,54,75.15999999999998
565,BLUE CHENILLE SHAGGY CUSHION COVER ,59,74.35
566,BLUE CHERRY BLOSSOM CUP & SAUCER,1122,181.5
567,BLUE CIRCLES DESIGN MONKEY DOLL,425,594.15
568,BLUE CIRCLES DESIGN TEDDY,96,244.79999999999998
569,BLUE CLIMBING HYDRANGA ART FLOWER,339,547.6500000000001
570,BLUE COAT RACK PARIS FASHION,529,2429.19
571,BLUE COL METAL FOLDING CHAIR,7,43.85
572,BLUE CRUSOE CHECK LAMPSHADE,18,7.56
573,BLUE CRYSTAL BOOT PHONE CHARM,91,77.35
574,BLUE CUSHION COVER WITH FLOWER,254,1365.3
575,BLUE DAISY MOBILE,181,172.51
576,BLUE DELPHINIUM ARTIFICIAL FLOWER,355,501.9700000000001
577,BLUE DINER WALL CLOCK,1373,11358.78
578,BLUE DISCO HANDBAG,279,417.43
579,BLUE DRAGONFLY HELICOPTER,98,779.1
580,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1848,2266.68
581,BLUE DROP EARRINGS W BEAD CLUSTER,2,6.7
582,BLUE EASTER EGG HUNT START POST,77,150.15
583,BLUE EGG  SPOON,2151,440.58
584,BLUE FAIRY CAKE CHILD'S APRON,991,1792.6499999999999
585,BLUE FAIRY CAKE CHILDRENS APRON,4,7.8
586,BLUE FELT EASTER EGG BASKET,1305,2106.45
587,BLUE FELT HANGING HEART W FLOWER,31,26.349999999999998
588,BLUE FELT HANGING HEART WITH FLOWER,6,5.1
589,BLUE FLOCK CUSHION COVER ,8,20.0
590,BLUE FLOCK GLASS CANDLEHOLDER,1777,727.33
591,BLUE FLORIBUNDA EGG WARMER,10,12.5
592,BLUE FLOWER DES PURSE,54,56.16
593,BLUE FLOWER T-LIGHT HOLDER,236,169.72
594,BLUE FLY SWAT,420,299.46000000000004
595,BLUE FLYING SINGING CANARY,328,1172.4
596,BLUE GEISHA GIRL ,54,202.5
597,BLUE GIANT GARDEN THERMOMETER,465,2743.77
598,BLUE GINGHAM ROSE CUSHION COVER,111,660.45
599,BLUE GINGHAM ROSE FLOOR CUSHION ,27,214.65
600,BLUE GINGHAM ROSE QUILT ,69,1444.15
601,BLUE GLASS CHUNKY CHARM BRACELET,34,304.29999999999995
602,BLUE GLASS GEMS IN BAG,624,418.38
603,BLUE GREEN EMBROIDERY COSMETIC BAG,22,67.74000000000001
604,BLUE HANGING GINGHAM EASTER HEN,83,34.86
605,BLUE HAPPY BIRTHDAY BUNTING,4681,23531.47
606,BLUE HARMONICA IN BOX ,11830,14667.47
607,BLUE HEART COMPACT MIRROR,324,547.5
608,BLUE HIBISCUS  HAIR CLIP,7,7.35
609,BLUE HOLE PUNCH,81,101.25
610,BLUE JUICY FRUIT PHOTO FRAME,331,827.8499999999999
611,BLUE KASHMIRI BOXED MIRROR,33,428.0
612,BLUE KASHMIRI COFFEE TABLE ,27,1359.95
613,BLUE KASHMIRI OCCASIONAL TABLE,23,1169.5
614,BLUE KNITTED EGG COSY,187,155.60999999999999
615,BLUE KNITTED HEN ,434,606.66
616,BLUE KNITTED KID'S RUCKSACK,3,20.25
617,BLUE LEAVES AND BEADS PHONE CHARM,17,21.25
618,BLUE METAL WALL SHELF,11,109.44999999999999
619,BLUE MONTE CARLO HANDBAG,24,46.8
620,BLUE MURANO TWIST BRACELET,77,325.5
621,BLUE MURANO TWIST NECKLACE,20,198.99999999999997
622,BLUE NETTING STORAGE HANGER,15,29.25
623,BLUE NEW BAROQUE CANDLESTICK CANDLE,743,870.95
624,BLUE NEW BAROQUE FLOCK CANDLESTICK,62,258.06
625,BLUE ORGANDY ROUND LAMPSHADE W BEA,33,28.05
626,BLUE OWL DECORATION,96,244.79999999999998
627,BLUE OWL SOFT TOY,1027,2968.05
628,BLUE PADDED SOFT MOBILE,459,1938.25
629,BLUE PAINTED KASHMIRI CHAIR,18,591.5
630,BLUE PAINTED KASHMIRI TABLE ,17,990.0
631,BLUE PAISLEY JOURNAL ,750,1546.52
632,BLUE PAISLEY NOTEBOOK,3303,889.9499999999999
633,BLUE PAISLEY POCKET BOOK,5084,1031.0
634,BLUE PAISLEY SKETCHBOOK,413,1207.37
635,BLUE PAISLEY TISSUE BOX,903,548.05
636,BLUE PAPER PARASOL ,1624,4376.400000000001
637,BLUE PARTY BAGS ,3441,6476.54
638,BLUE PATCH PENCIL CASE PINK HEART,284,563.19
639,BLUE PATCH PURSE PINK HEART,363,581.15
640,BLUE PILLAR CANDLE SILVER FLOCK,65,182.15
641,BLUE POLKADOT BEAKER ,2824,1129.44
642,BLUE POLKADOT BOWL,3116,3649.9700000000003
643,BLUE POLKADOT COFFEE MUG,2113,989.9399999999999
644,BLUE POLKADOT CUP,3655,2898.75
645,BLUE POLKADOT EGG CUP ,1090,537.76
646,BLUE POLKADOT GARDEN PARASOL,148,1104.6
647,BLUE POLKADOT KIDS BAG,447,906.81
648,BLUE POLKADOT LUGGAGE TAG ,159,206.01
649,BLUE POLKADOT PASSPORT COVER,236,243.84
650,BLUE POLKADOT PLATE ,2395,3805.6299999999997
651,BLUE POLKADOT PUDDING BOWL,2564,445.05
652,BLUE POLKADOT PURSE ,354,218.82000000000002
653,BLUE POLKADOT WASHING UP GLOVES,471,989.1000000000001
654,BLUE POLKADOT WRAP,8675,3493.5
655,BLUE PORCELAIN B'FLY OIL BURNER,3,8.850000000000001
656,BLUE POT PLANT CANDLE ,611,1776.2500000000002
657,BLUE PUDDING SPOON,1388,291.06
658,BLUE PULL BACK RACING CAR,952,461.2
659,BLUE REFECTORY CLOCK ,161,1547.95
660,BLUE RETRO BAR STOOL,11,435.45000000000005
661,BLUE RETRO KITCHEN WALL CLOCK,35,285.25
662,BLUE RIVIERA HANDBAG,326,431.0
663,BLUE ROCKING SINGING CANARY,101,378.75
664,BLUE ROSE FABRIC MIRROR,963,972.29
665,BLUE ROSE PATCH PURSE PINK BUTTERFL,248,409.2
666,BLUE ROUND COMPACT MIRROR,101,173.75
667,BLUE SAVANNAH PICNIC HAMPER FOR 2,230,1645.3
668,BLUE SAVANNAH PICNIC HAMPER FOR 4,310,1654.5
669,BLUE SCANDINAVIAN PAISLEY WRAP,3175,1317.5
670,BLUE SCOTTIE DOG W FLOWER PATTERN,219,553.05
671,BLUE SHARK HELICOPTER,49,389.55
672,BLUE SHELL+SILVER NECKLACE,12,90.0
673,BLUE SPOT CERAMIC DRAWER KNOB,8061,9894.93
674,BLUE SPOTS  WRAP,6350,2555.0
675,BLUE SPOTTY BEAKER ,108,210.6
676,BLUE SPOTTY BOWL,2700,3197.16
677,BLUE SPOTTY LUGGAGE TAG ,1056,486.0
678,BLUE SPOTTY PASSPORT COVER,222,341.20000000000005
679,BLUE SPOTTY PURSE ,433,443.3500000000001
680,BLUE SQUARE COMPACT MIRROR,371,483.75
681,BLUE STAR BLOCK TABLE LAMP,103,303.85
682,BLUE STONES ON WIRE FOR CANDLE,743,61.78
683,BLUE STRIPE CERAMIC DRAWER KNOB,9897,12115.21
684,BLUE STRIPES SHOULDER BAG,11,13.37
685,BLUE SWEETHEART BRACELET,133,565.25
686,BLUE TABLE RUN FLOWER,48,67.5
687,BLUE TALL PORCELAIN T-LIGHT HOLDER,7,17.849999999999998
688,BLUE TEA TOWEL CLASSIC DESIGN,2233,2627.09
689,BLUE TEATIME PRINT BOWL ,731,900.07
690,BLUE TILED SET OF 3 DRAWERS,5,63.75
691,BLUE TILED TRAY,273,402.75
692,BLUE TINSEL GARLAND ,130,24.7
693,BLUE TRAVEL FIRST AID KIT,78,128.7
694,BLUE TV TRAY TABLE ,158,513.74
695,BLUE VICTORIAN FABRIC HEART BOX,710,228.39
696,BLUE VICTORIAN FABRIC OVAL BOX,1665,605.5699999999999
697,BLUE VINTAGE SPOT BEAKER,4901,4528.29
698,BLUE WHITE PLASTIC RINGS LAMPSHADE,15,12.75
699,BLUE WHITE SCARF HOT WATER BOTTLE,16,63.2
700,BLUE WHITE SPOTS GARDEN PARASOL,271,1394.45
701,BLUE WIRE SPIRAL CANDLE HOLDER,50,317.5
702,BLUE YELLOW FLOWER PIGGY BANK,488,937.1999999999999
703,BLUE/BROWN DOTS RUFFLED UMBRELLA,539,2167.85
704,BLUE/CREAM STRIPE CUSHION COVER ,1195,1478.55
705,BLUE/CREAM STRIPE FRINGE HAMMOCK,304,2307.8
706,BLUE/GREEN SHELL NECKLACE W PENDANT,5,29.75
707,BLUE/NAT SHELL NECKLACE W PENDANT,7,41.650000000000006
708,BLUE/PINK NEST STRIPE BOX,1142,111.11999999999999
709,BLUE/WHITE RIBBED MELAMINE JUG,7,55.650000000000006
710,BLUE/YELLOW CERAMIC CANDLE HOLDER,10,16.5
711,BLUE/YELLOW FLOWER DESIGN BIG MUG,38,30.419999999999998
712,BOHEMIAN COLLAGE STATIONERY SET,874,1333.98
713,BOMBS AWAY METAL SIGN,1153,2332.7400000000002
714,BOOM BOX SPEAKER BOYS,721,3620.65
715,BOOM BOX SPEAKER GIRLS,516,1011.6
716,BOOZE & WOMEN GREETING CARD ,890,368.04
717,BOTANICAL GARDENS WALL CLOCK ,259,5719.0
718,BOTANICAL LAVENDER BIRTHDAY CARD,963,409.17
719,BOTANICAL LAVENDER GIFT WRAP ,1150,481.0
720,BOTANICAL LILY GIFT WRAP,850,353.0
721,BOTANICAL LILY GREETING CARD,903,378.42
722,BOTANICAL ROSE GIFT WRAP,2815,1144.3
723,BOTANICAL ROSE GREETING CARD,1552,644.64
724,BOTTLE BAG RETROSPOT ,3212,5741.29
725,BOUDOIR SQUARE TISSUE BOX,2762,1702.8300000000002
726,BOX OF 24 COCKTAIL PARASOLS,17299,6964.39
727,BOX OF 3 PEBBLE CANDLES,1,2.95
728,BOX OF 6 ASSORTED COLOUR TEASPOONS,418,1790.74
729,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1712,6155.04
730,BOX OF 6 MINI 50'S CRACKERS,3520,8169.4800000000005
731,BOX OF 6 MINI VINTAGE CRACKERS,3645,8345.43
732,BOX OF 6 PEBBLE CANDLES,5,17.25
733,BOX OF 9 PEBBLE CANDLES,1686,3161.4
734,BOX OF VINTAGE ALPHABET BLOCKS,2833,27251.26
735,BOX OF VINTAGE JIGSAW BLOCKS ,2195,11129.42
736,BOX/12 CHICK & EGG IN BASKET,254,479.7
737,BOX/12 MOTHER & CHICK IN BASKET/BOW,96,220.79999999999998
738,BOYS ALPHABET IRON ON PATCHES,18241,3542.61
739,BOYS VINTAGE TIN SEASIDE BUCKET,3336,7744.58
740,BREAD BIN DINER STYLE BLACK,8,123.6
741,BREAD BIN DINER STYLE IVORY,1049,16335.789999999999
742,BREAD BIN DINER STYLE MINT,369,5676.3099999999995
743,BREAD BIN DINER STYLE PINK,350,5339.95
744,BREAD BIN DINER STYLE RED ,772,11879.06
745,"BREAD BIN, DINER STYLE, IVORY",45,682.7499999999999
746,"BREAD BIN, DINER STYLE, MINT",13,196.35
747,"BREAD BIN, DINER STYLE, PINK",8,127.6
748,"BREAD BIN, DINER STYLE, RED ",3,50.849999999999994
749,BRIGHT BLUES RIBBONS ,2283,2826.39
750,"BROCADE PURSE,SMALL ARCH BUTTON",3279,867.55
751,BROCADE RING PURSE ,70082,14640.96
752,BROCANTE COAT RACK,459,3609.95
753,BROCANTE SHELF WITH HOOKS,166,1762.9
754,BROWN  PIRATE TREASURE CHEST ,603,858.3299999999999
755,BROWN ANTIQUE CUBE CANDLE,226,94.92
756,BROWN CHECK CAT DOORSTOP ,1128,4606.25
757,BROWN COZY SQUARE PHOTO ALBUM,205,399.75
758,BROWN DOG CANNISTER W BONE,4,23.8
759,BROWN FLOWER LIGHTS,109,688.95
760,BROWN FURRY HOT WATER BOTTLE,191,665.05
761,BROWN KUKUI COCONUT SEED NECKLACE,81,115.65
762,BROWN VINTAGE VICTORIAN EARRINGS,12,35.400000000000006
763,BUBBLE GUM CHUNKY KNITTED THROW ,5,84.75
764,BUBBLE GUM SCARF KNITTING KIT,306,576.3000000000001
765,BUBBLEGUM RING ASSORTED,11891,4894.83
766,BUDDHA INCENSE HOLDER ASSORTED,2176,1587.24
767,BUFFALO BILL TREASURE BOOK BOX,1847,3750.57
768,BUFFALO BILL WALL ART ,246,845.22
769,BULL DOG BOTTLE OPENER,778,3749.5
770,BULL DOG BOTTLE TOP WALL CLOCK,185,1484.25
771,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3269,5197.169999999999
772,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,98.99999999999999
773,BUNDLE OF 3 RETRO NOTE BOOKS,2099,3393.3499999999995
774,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1678,2691.14
775,BUNNY BUNCH OF FLOWERS,14,5.88
776,BUNNY DECORATION MAGIC GARDEN,971,792.0699999999999
777,BUNNY EGG BOX,1007,1253.95
778,BUNNY EGG GARLAND,1179,495.18
779,BUNNY WOODEN PAINTED WITH BIRD ,1477,1129.4099999999999
780,BUNNY WOODEN PAINTED WITH FLOWER ,860,644.52
781,"BUNTING , SPOTTY ",146,634.7
782,BURG FLOCK GOLD CUP/CANDLE ,115,48.3
783,BUTTERFLIES  HONEYCOMB GARLAND,1445,2240.25
784,BUTTERFLIES STICKERS,1571,1336.9099999999999
785,BUTTERFLY CROCHET FOOD COVER,619,2136.67
786,BUTTERFLY CUSHION COVER,8,30.0
787,BUTTERFLY HAIR BAND,16,40.8
788,BUTTERFLY WATER TRANSFER TATTOOS ,267,186.95
789,BUTTON BOX ,2198,4158.36
790,BUTTONS AND STRIPES NOTEBOOK ,90,337.5
791,BUTTONS DESIGN JEWELLERY BOX,71,266.25
792,Bank Charges,29,420.001
793,CABIN BAG VINTAGE PAISLEY,105,2417.15
794,CABIN BAG VINTAGE RETROSPOT,269,5976.95
795,CACTI T-LIGHT CANDLES,15302,6128.12
796,CAKE PLATE LOVEBIRD PINK,559,2060.25
797,CAKE PLATE LOVEBIRD WHITE,1219,4512.45
798,CAKE SHOP  STICKER SHEET,1023,854.99
799,CAKE STAND 3 TIER MAGIC GARDEN,1074,12951.9
800,CAKE STAND LACE WHITE,1115,4406.75
801,CAKE STAND LOVEBIRD 2 TIER PINK,884,6339.0
802,CAKE STAND LOVEBIRD 2 TIER WHITE,711,6230.049999999999
803,CAKE STAND VICTORIAN FILIGREE LARGE,268,1609.2
804,CAKE STAND VICTORIAN FILIGREE MED,282,1438.05
805,CAKE STAND VICTORIAN FILIGREE SMALL,359,1229.05
806,CAKE STAND WHITE TWO TIER LACE,1029,8007.3
807,"CAKE TIN, 3 TIER MINT/IVORY",13,176.75
808,"CAKE TIN, 3 TIER RED/IVORY",28,383.4
809,"CAKE TIN, ROUND, VINTAGE MINT,IVORY",27,190.65
810,"CAKE TIN, ROUND, VINTAGE RED,CREAM",59,421.05
811,CAKES AND BOWS GIFT  TAPE,1232,457.36
812,CAKES AND RABBITS DESIGN FLANNEL ,387,304.83
813,"CAKESTAND, 3 TIER, LOVEHEART",46,405.5
814,CALENDAR FAMILY FAVORITES,20,59.0
815,CALENDAR FAMILY FAVOURITES,684,1865.88
816,CALENDAR IN SEASON DESIGN,935,2541.6400000000003
817,CALENDAR PAPER CUT DESIGN,3195,9110.29
818,CAMOFLAGE CUSHION COVER,11,18.15
819,CAMOFLAGE DESIGN TEDDY,1584,3358.8
820,CAMOUFLAGE BACKPACK ON WHEELS,2,19.9
821,CAMOUFLAGE DESIGN TEDDY,2221,4714.950000000001
822,CAMOUFLAGE EAR MUFF HEADPHONES,101,556.25
823,CAMOUFLAGE LED TORCH,5931,9797.31
824,CAMPHOR WOOD PORTOBELLO MUSHROOM,498,401.52
825,CANDLE HOLDER SILVER MADELINE,193,315.28999999999996
826,"CANDLE IN JAR COLLAGE , VANILLA",65,165.75
827,CANDLE PLATE LACE WHITE,462,1069.3
828,CANDLE RING W/CLEAR BEADS,13,5.46
829,CANDLEHOLDER PINK HANGING HEART,4069,11400.75
830,CANDY BUTTON PHOTO ALBUM,295,631.25
831,CANDY HEART HANGING DECORATION,1453,866.71
832,CANDY PINK FRENCH BOUDOIR CLOCK,16,159.2
833,CANDY POP CHUNKY KNITTED THROW ,15,254.25
834,CANDY SHOP  STICKER SHEET,1005,851.1299999999999
835,CANDY SPOT APRON,82,381.3
836,CANDY SPOT BREAD BASKETS,337,487.35
837,CANDY SPOT BUNNY,87,249.45000000000002
838,CANDY SPOT CUSHION COVER,113,325.11
839,CANDY SPOT EGG WARMER HARE,1044,692.74
840,CANDY SPOT EGG WARMER RABBIT,609,211.43
841,CANDY SPOT HAND BAG,273,563.77
842,CANDY SPOT HEART DECORATION,396,336.59999999999997
843,CANDY SPOT TEA COSY,374,534.7
844,CANDY STRIPE ROSE C/COVER ,50,297.5
845,CANDY STRIPE ROSE FLOOR CUSHION,6,47.7
846,CANDY STRIPE ROSE QUILT,1,45.95
847,CANNABIS LEAF BEAD CURTAIN,48,40.8
848,CANNISTER VINTAGE LEAF DESIGN,12,23.4
849,CAPIZ CHANDELIER,5,149.75
850,CARAVAN SQUARE TISSUE BOX,2019,1329.17
851,CARD BILLBOARD FONT,5122,2103.75
852,CARD BIRTHDAY COWBOY,5097,2016.93
853,CARD CAT AND TREE ,2460,1020.24
854,CARD CHRISTMAS VILLAGE,5574,2319.48
855,CARD CIRCUS PARADE,5020,2066.43
856,CARD DOG AND BALL ,2322,949.32
857,CARD DOLLY GIRL ,7009,2777.73
858,CARD GINGHAM ROSE ,2714,1088.86
859,CARD HOLDER GINGHAM HEART,2541,6539.2699999999995
860,CARD HOLDER LOVE BIRD LARGE ,220,1323.4
861,CARD HOLDER LOVE BIRD SMALL,320,1255.7600000000002
862,CARD I LOVE LONDON ,5625,2214.2799999999997
863,CARD MOTORBIKE SANTA,5948,2438.4
864,CARD PARTY GAMES ,2126,858.36
865,CARD PSYCHEDELIC APPLES,2566,1060.44
866,CARD SUKI BIRTHDAY,2578,1056.84
867,CARD WEDDING DAY,2646,1081.08
868,"CARD, BILLBOARD FONT",1266,514.4399999999999
869,"CARD, GINGHAM ROSE ",492,206.64
870,CARDHOLDER GINGHAM CHRISTMAS TREE,1284,3474.14
871,CARDHOLDER GINGHAM HEART,102,216.90000000000003
872,CARDHOLDER GINGHAM STAR,1225,3197.39
873,CARDHOLDER HOLLY WREATH METAL,1814,6730.6
874,CARNATION SQUARE HANDY TIN,42,52.5
875,CARNIVAL BRACELET,113,1430.5
876,CAROUSEL CHILDRENS APRON,11,18.15
877,CAROUSEL CHILDRENS OVERALL,38,79.80000000000001
878,CAROUSEL DES CHILD'S APRON,87,143.54999999999998
879,CAROUSEL DES CHILD'S OVERALL,156,327.6
880,CAROUSEL DESIGN BABY BIB,75,93.75
881,CAROUSEL DESIGN WASHBAG,280,546.0
882,CAROUSEL PLACEMATS ,2,7.5
883,CAROUSEL PONIES BABY BIB,115,116.87
884,CARRIAGE,249,12546.0
885,CARROT CHARLIE+LOLA COASTER SET,797,1528.79
886,CARTOON  PENCIL SHARPENERS,4525,375.6
887,CAST IRON HOOK GARDEN FORK,1495,3599.6099999999997
888,CAST IRON HOOK GARDEN TROWEL,1344,3164.96
889,CAT AND BIRD WALL ART,270,323.64
890,CAT BOWL ,862,2057.7
891,CAT BOWL VINTAGE CREAM,536,1726.2
892,"CAT BOWL, ENAMEL , CREAM COLOUR",12,39.0
893,"CAT FOOD CONTAINER , VINTAGE",10,63.49999999999999
894,CAT W SUNGLASSES BLANK CARD,4,0.76
895,CAT WITH SUNGLASSES BLANK CARD,5,0.95
896,CD WALL TIDY BLUE OFFICE,213,77.94000000000001
897,CD WALL TIDY RED FLOWERS,288,106.56
898,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,162,805.6500000000001
899,CERAMIC BIRDHOUSE BUTTERFLY LARGE,165,772.95
900,CERAMIC BIRDHOUSE BUTTERFLY SMALL,678,1527.0500000000002
901,CERAMIC BIRDHOUSE CRESTED TIT LARGE,285,1437.75
902,CERAMIC BIRDHOUSE CRESTED TIT SMALL,684,1662.45
903,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,75,393.6
904,CERAMIC BIRDHOUSE FINCH BLUE ROOF,641,1535.6000000000001
905,CERAMIC BIRDHOUSE RED ROOF LARGE,163,729.85
906,CERAMIC BIRDHOUSE RED ROOF SMALL,539,1222.8500000000001
907,CERAMIC BOWL WITH LOVE HEART DESIGN,747,1048.49
908,CERAMIC BOWL WITH STRAWBERRY DESIGN,2161,5532.55
909,CERAMIC CAKE BOWL + HANGING CAKES,2337,6398.55
